"","AirPollutionLevel","Longitude","Latitude","Zone"
"58",37.281901,9.39583,45.8494,"North"
"59",37.14953,9.27444,45.5811,"North"
"60",36.967827,11.7956,42.0942,"Center"
"61",36.822609,9.50333,45.5281,"North"
"62",36.604184,11.11,42.7625,"Center"
"63",36.537679,14.6633,41.5578,"Center"
"64",36.440781,11.325,43.3378,"Center"
"65",36.408914,12.5417,41.8861,"Center"
"66",35.738526,13.8306,41.49,"Center"
"67",35.675168,11.8767,43.4625,"Center"
"68",35.556705,10.3367,44.7883,"North"
"69",35.530832,8.82028,45.8169,"North"
"70",35.28712,10.6228,44.7003,"North"
"71",35.267707,9.04472,45.5225,"North"
"72",34.754187,12.2183,45.4903,"North"
"73",34.552643,9.14694,45.1856,"North"
"74",34.503889,7.6491,45.0249,"North"
"75",34.331468,9.48556,45.3053,"North"
"76",34.296784,16.8881,41.1136,"South"
"77",34.274087,14.6747,41.5542,"Center"
"78",34.209847,9.69333,45.0489,"North"
"79",34.114633,11.5342,45.5458,"North"
"80",33.885988,9.3275,45.4828,"North"
"81",33.660757,9.69833,45.1586,"North"
"82",33.626197,9.59139,45.5183,"North"
"83",33.549463,11.1262,46.0629,"North"
"84",33.427357,7.7782,45.1432,"North"
"85",33.288186,12.5336,41.9478,"Center"
"86",33.158766,14.7697,40.6839,"South"
"87",33.109349,12.7078,42.9517,"Center"
"88",32.982869,10.0458,45.1422,"North"
"89",32.607388,10.2236,45.5408,"North"
"90",32.429976,8.83449,45.5829,"North"
"91",32.41709,12.6069,41.7978,"Center"
"92",32.159167,9.02417,45.6269,"North"
"93",32.077018,13.0044,41.7308,"Center"
"94",32.068874,10.4106,43.7139,"Center"
"95",31.872686,8.47306,44.3128,"North"
"96",31.696034,11.5397,45.5606,"North"
"97",31.630095,11.8419,45.3719,"North"
"98",31.373824,9.81861,44.1017,"North"
"99",31.354603,8.1975,44.8942,"North"
"100",31.339131,7.6259,45.0419,"North"
"101",31.263837,11.1616,46.662,"North"
"102",31.052658,9.64389,45.6903,"North"
"103",30.885284,14.35,40.8864,"South"
"104",30.653765,14.2028,40.991,"South"
"105",30.62737,8.612,44.9066,"North"
"106",30.596835,14.2114,40.9755,"South"
"107",30.498379,11.7833,45.0747,"North"
"108",30.341514,7.5496,45.0069,"North"
"109",30.171272,11.3872,45.4664,"North"
"110",30.151917,15.5529,38.1983,"South"
"111",30.062051,11.0919,43.8728,"Center"
"112",30.054301,8.55139,40.7103,"South"
"113",29.828987,12.2161,45.6588,"North"
"114",29.783463,7.658,45.1546,"North"
"115",29.733903,11.342,46.4992,"North"
"116",29.730704,12.1867,44.4286,"North"
"117",29.482945,8.0434,45.2948,"North"
"118",29.453014,11.2861,45.4,"North"
"119",29.447774,13.3419,43.5989,"Center"
"120",29.409995,13.3372,41.57,"Center"
"121",29.359968,18.1767,40.3519,"South"
"122",29.356261,9.86417,45.2847,"North"
"123",29.256652,9.49529,45.3028,"North"
"124",29.017638,12.0564,44.215,"North"
"125",28.959149,14.2987,40.9146,"South"
"126",28.909372,14.4813,40.9243,"South"
"127",28.891131,9.16472,45.1939,"North"
"128",28.574279,12.237,41.7682,"Center"
"129",28.502517,12.7264,41.9956,"Center"
"130",28.462177,10.2194,45.5153,"North"
"131",28.457479,11.5219,45.5319,"North"
"132",28.409718,9.115,39.2358,"South"
"133",28.388376,12.5069,41.9328,"Center"
"134",28.375937,14.1508,41.1686,"South"
"135",28.361726,14.3698,40.9411,"South"
"136",28.359269,9.81583,44.1101,"North"
"137",28.344486,12.2386,45.6725,"North"
"138",28.318573,17.3319,40.7008,"South"
"139",28.281029,12.3139,45.4294,"North"
"140",28.229518,13.3233,41.6389,"Center"
"141",28.089936,11.6541,46.7149,"North"
"142",27.95942,12.2056,45.4383,"North"
"143",27.958373,10.1775,45.8739,"North"
"144",27.897609,7.32306,45.7331,"North"
"145",27.743061,13.5703,41.2231,"South"
"146",27.656947,13.756,45.6423,"North"
"147",27.610241,13.245,43.5269,"Center"
"148",27.593078,8.5655,45.9303,"North"
"149",27.550585,14.7894,41.1315,"South"
"150",27.481294,12.2128,46.1438,"North"
"151",27.466618,12.5917,45.6303,"North"
"152",27.436949,17.2633,40.4606,"South"
"153",27.291492,11.0394,45.8924,"North"
"154",27.202162,13.3875,43.6333,"Center"
"155",27.192526,14.0333,41.4789,"Center"
"156",27.135728,12.9461,41.5314,"Center"
"157",27.089143,12.6559,45.9626,"North"
"158",27.058523,11.1053,43.8747,"Center"
"159",26.939455,10.5172,44.9247,"North"
"160",26.843564,9.61154,45.6206,"North"
"161",26.839903,13.0186,43.8397,"Center"
"162",26.747388,12.7372,42.7397,"Center"
"163",26.689928,10.9063,44.6506,"North"
"164",26.552869,8.4157,45.8988,"North"
"165",26.502391,12.2622,45.4992,"North"
"166",26.475725,11.1928,43.7569,"Center"
"167",26.440607,8.92737,44.4181,"North"
"168",26.329751,10.3131,45.5047,"North"
"169",26.319593,8.4151,45.3284,"North"
"170",26.256249,7.8146,44.4018,"North"
"171",26.234247,10.2008,45.655,"North"
"172",26.159234,10.9639,45.4453,"North"
"173",26.079286,12.8917,41.4511,"Center"
"174",26.058147,12.5469,38.0124,"South"
"175",25.99745,16.2433,39.3389,"South"
"176",25.969946,14.9758,40.6111,"South"
"177",25.960113,7.6362,44.9513,"North"
"178",25.929601,13.7838,45.6206,"North"
"179",25.8995,14.0472,41.4842,"Center"
"180",25.86648,12.5019,45.9509,"North"
"181",25.851932,11.0301,45.433,"North"
"182",25.834468,8.75,45.6167,"North"
"183",25.816565,9.705,45.3672,"North"
"184",25.772079,10.0167,45.1328,"North"
"185",25.75515,13.8794,42.9444,"Center"
"186",25.709785,13.7889,45.6544,"North"
"187",25.64641,8.6206,45.4383,"North"
"188",25.630676,10.7956,45.1606,"North"
"189",25.503745,8.95111,44.5739,"North"
"190",25.479006,14.7024,40.711,"South"
"191",25.467851,7.7116,45.1763,"North"
"192",25.417404,8.7861,45.4097,"North"
"193",25.343126,13.0094,41.725,"Center"
"194",25.339246,11.7203,44.3556,"North"
"195",25.300048,11.7883,42.0971,"Center"
"196",25.273731,7.32417,45.7358,"North"
"197",25.251731,9.12583,45.7272,"North"
"198",25.176104,10.8033,45.1444,"North"
"199",25.011576,10.5122,43.8439,"Center"
"200",24.949981,13.1497,41.75,"Center"
"201",24.917285,16.2452,39.3134,"South"
"202",24.887846,9.85778,44.1067,"North"
"203",24.879858,8.43889,44.2725,"North"
"204",24.771208,10.5005,43.8328,"Center"
"205",24.769975,17.1142,39.0681,"South"
"206",24.668036,13.7803,45.6242,"North"
"207",24.663325,13.3465,38.1307,"South"
"208",24.627265,12.3661,43.1031,"Center"
"209",24.622031,11.4164,44.4722,"North"
"210",24.612287,12.6592,41.9314,"Center"
"211",24.49849,11.8065,42.0868,"Center"
"212",24.497215,9.61472,45.6439,"North"
"213",24.432417,16.7878,41.1144,"South"
"214",24.423249,14.7855,40.9188,"South"
"215",24.382514,8.4584,45.6894,"North"
"216",24.371168,17.1229,39.0797,"South"
"217",24.355639,8.6232,44.9203,"North"
"218",24.291143,9.41472,45.3294,"North"
"219",24.199021,10.6919,45.4108,"North"
"220",24.060491,12.3747,43.1044,"Center"
"221",24.043942,14.6435,40.7404,"South"
"222",23.989639,12.2392,44.1392,"North"
"223",23.867623,10.245,43.8839,"Center"
"224",23.789283,14.259,37.0687,"South"
"225",23.786318,10.8836,44.7994,"North"
"226",23.74033,13.1186,38.0502,"South"
"227",23.724306,9.84278,44.1178,"North"
"228",23.707511,9.32167,40.3206,"South"
"229",23.689316,8.59472,39.9092,"South"
"230",23.671385,13.2297,46.0708,"North"
"231",23.604151,9.87056,46.1672,"North"
"232",23.538718,16.8597,41.1006,"South"
"233",23.515643,7.32965,45.7307,"North"
"234",23.50196,16.605,41.2003,"South"
"235",23.496196,9.55639,45.6331,"North"
"236",23.3762,9.66917,45.0383,"North"
"237",23.274651,17.2903,40.9567,"South"
"238",23.233969,7.32965,45.7343,"North"
"239",23.20668,10.7717,43.7131,"Center"
"240",23.161505,8.2055,44.9089,"North"
"241",23.099386,11.2933,45.5364,"North"
"242",23.068724,14.9933,41.9981,"Center"
"243",23.059826,10.2994,45.2489,"North"
"244",23.028918,15.2656,37.1025,"South"
"245",23.015731,14.3781,41.0459,"South"
"246",23.002046,11.2861,44.5,"North"
"247",22.993809,14.3895,40.9209,"South"
"248",22.989673,10.5739,43.8408,"Center"
"249",22.96526,12.1092,42.4219,"Center"
"250",22.935607,14.3312,41.078,"South"
"251",22.897551,13.6163,45.937,"North"
"252",22.869017,11.6658,45.2267,"North"
"253",22.8228,8.80417,45.8361,"North"
